Player,Team,Salary
Travis Outlaw,NJN,7000000
Stephen Graham,NJN,992680
Sasha Vujacic,NJN,5475113
Quinton Ross,NJN,1146337
Orien Greene,NJN,52066
Kris Humphries,NJN,3200000
Jordan Farmar,NJN,3750000
Johan Petro,NJN,3250000
Deron Williams,NJN,14940152
Dan Gadzuric,NJN,7248325
Damion James,NJN,1156320
Brook Lopez,NJN,2413320
Brandan Wright,NJN,3398072
Ben Uzoh,NJN,473604
Anthony Morrow,NJN,4000000
Wesley Johnson,MIN,3726600
Wayne Ellington,MIN,1078800
Sundiata Gaines,MIN,237626
Sebastian Telfair,MIN,2700000
Nikola Pekovic,MIN,4000000
Michael Beasley,MIN,4962240
Maurice Ager,MIN,83305
Martell Webster,MIN,4800000
Luke Ridnour,MIN,4000000
Lazar Hayward,MIN,1020960
Kevin Love,MIN,3638280
Jonny Flynn,MIN,3192000
Eddy Curry,MIN,11530592
Darko Milicic,MIN,4325000
Anthony Tolliver,MIN,2200000
Anthony Randolph,MIN,1965720
Michael Redd,MIL,18300000
Larry Sanders,MIL,1731960
Keyon Dooling,MIL,2000000
Jon Brockman,MIL,1000000
John Salmons,MIL,8000000
Garrett Temple,MIL,98637
Ersan Ilyasova,MIL,2320500
Earl Boykins,MIL,1352181
Drew Gooden,MIL,5760000
Darington Hobson,MIL,103078
Corey Maggette,MIL,9600000
Chris Douglas-Roberts,MIL,854389
Carlos Delfino,MIL,3500000
Brian Skinner,MIL,270436
Brandon Jennings,MIL,2331120
Andrew Bogut,MIL,11000000
Zach Randolph,MEM,17666666
Xavier Henry,MEM,2020200
Tony Allen,MEM,3000000
Shane Battier,MEM,7354500
Sam Young,MEM,886000
Rudy Gay,MEM,13603750
Rodney Carney,MEM,274756
O.J. Mayo,MEM,4456200
Mike Conley,MEM,4913007
Marko Jaric,MEM,7625000
Marc Gasol,MEM,3480000
Jason Williams,MEM,524964
Hamed Haddadi,MEM,1600000
Greivis Vasquez,MEM,1035960
Darrell Arthur,MEM,1123680
Acie Law,MEM,203057
Theo Ratliff,LAL,1352181
Steve Blake,LAL,4000000
Shannon Brown,LAL,2200000
Pau Gasol,LAL,17823000
Matt Barnes,LAL,1765000
Luke Walton,LAL,5260000
Lamar Odom,LAL,8200000
Kobe Bryant,LAL,24806250
Joe Smith,LAL,1352181
Devin Ebanks,LAL,473604
Derrick Caracter,LAL,473604
Derek Fisher,LAL,3700000
Andrew Bynum,LAL,13700000
Willie Warren,LAC,500000
Ryan Gomes,LAC,4000000
Rasual Butler,LAC,2400000
Randy Foye,LAC,4250000
Mo Williams,LAC,9300000
Jarron Collins,LAC,643551
Jamario Moon,LAC,3000000
Ike Diogu,LAC,608772
Eric Gordon,LAC,3016680
Eric Bledsoe,LAC,1485000
DeAndre Jordan,LAC,854389
Craig Smith,LAC,2300000
Chris Kaman,LAC,11800000
Brian Cook,LAC,1146337
Blake Griffin,LAC,5357280
Al-Farouq Aminu,LAC,2563320
Tyler Hansbrough,IND,1998600
T.J. Ford,IND,8500000
Solomon Jones,IND,1500000
Roy Hibbert,IND,1685280
Paul George,IND,2238360
Mike Dunleavy,IND,10561984
Lance Stephenson,IND,750000
Josh McRoberts,IND,885120
Jeff Foster,IND,6655000
James Posey,IND,7148800
Jamaal Tinsley,IND,5500000
Darren Collison,IND,1361040
Danny Granger,IND,10973202
Dahntay Jones,IND,2500000
Brandon Rush,IND,2069049
A.J. Price,IND,762195
Terrence Williams,HOU,2214480
Patrick Patterson,HOU,1823280
Luis Scola,HOU,7775378
Kyle Lowry,HOU,5750000
Kevin Martin,HOU,11100005
Jordan Hill,HOU,2669520
Jared Jeffries,HOU,6883800
Hasheem Thabeet,HOU,4793280
Goran Dragic,HOU,1972000
DeMarre Carroll,HOU,1085400
Courtney Lee,HOU,1409040
Chuck Hayes,HOU,1972500
Chase Budinger,HOU,780871
Brad Miller,HOU,4400000
Vladimir Radmanovic,GSW,6883800
Troy Murphy,GSW,11968253
Stephen Curry,GSW,2913840
Rodney Carney,GSW,377116
Reggie Williams,GSW,762195
Monta Ellis,GSW,11000000
Jeremy Lin,GSW,473604
Jeff Adrien,GSW,342666
Ekpe Udoh,GSW,3065040
Dorell Wright,GSW,3500000
David Lee,GSW,10800000
Charlie Bell,GSW,4447792
Andris Biedrins,GSW,9000000
Acie Law,GSW,656030
Wilson Chandler,DEN,2130482
Ty Lawson,DEN,1546560
Timofey Mozgov,DEN,3567096
Raymond Felton,DEN,7500000
Melvin Ely,DEN,1223166
Kosta Koufos,DEN,1352640
Kenyon Martin,DEN,16545454
J.R. Smith,DEN,6757851
Gary Forbes,DEN,473604
Danilo Gallinari,DEN,3304560
Chris Andersen,DEN,4533300
Arron Afflalo,DEN,1959577
Al Harrington,DEN,5765000
Tyson Chandler,DAL,12600000
Steve Novak,DAL,384766
Shawn Marion,DAL,7305500
Sasha Pavlovic,DAL,134863
Rodrigue Beaubois,DAL,1156080
Peja Stojakovic,DAL,636320
Jason Terry,DAL,10650000
Jason Kidd,DAL,8610500
Ian Mahinmi,DAL,762196
Dominique Jones,DAL,1110120
Dirk Nowitzki,DAL,17278618
DeShawn Stevenson,DAL,4151786
Caron Butler,DAL,10561960
Brian Cardinal,DAL,1352181
Brendan Haywood,DAL,6900000
Semih Erden,CLE,473604
Samardo Samuels,CLE,500000
Ryan Hollins,CLE,2333333
Ramon Sessions,CLE,3964320
Manny Harris,CLE,473604
Luke Harangody,CLE,473604
Leon Powe,CLE,915852
Joey Graham,CLE,992680
Jawad Williams,CLE,321652
J.J. Hickson,CLE,1528920
Daniel Gibson,CLE,4015334
Christian Eyenga,CLE,1020960
Baron Davis,CLE,13000000
Anthony Parker,CLE,2855700
Antawn Jamison,CLE,13358905
Anderson Varejao,CLE,7281818
Alonzo Gee,CLE,479735
Taj Gibson,CHI,1117680
Ronnie Brewer,CHI,4790000
Omer Asik,CHI,1721000
Luol Deng,CHI,11345000
Kyle Korver,CHI,5000000
Kurt Thomas,CHI,1352181
Keith Bogans,CHI,1600000
John Lucas,CHI,208264
Joakim Noah,CHI,3128536
Derrick Rose,CHI,5546160
Carlos Boozer,CHI,14400000
C.J. Watson,CHI,3100000
Brian Scalabrine,CHI,1229255
Von Wafer,BOS,915852
Ray Allen,BOS,10000000
Rasheed Wallace,BOS,6322320
Rajon Rondo,BOS,9090911
Paul Pierce,BOS,13876321
Nenad Krstic,BOS,5543116
Kevin Garnett,BOS,18800000
Jeff Green,BOS,4455988
Glen Davis,BOS,3300000
Delonte West,BOS,1069509
Chris Johnson,BOS,136509
Avery Bradley,BOS,1418160
Zaza Pachulia,ATL,4251250
Pape Sy,ATL,473604
Marvin Williams,ATL,6712500
Kirk Hinrich,ATL,9000000
Josh Smith,ATL,11600000
Josh Powell,ATL,1069609
Joe Johnson,ATL,16324500
Jeff Teague,ATL,1476840
Jason Collins,ATL,1352181
Jamal Crawford,ATL,10800000
Hilton Armstrong,ATL,992680
Etan Thomas,ATL,1223166
Damien Wilkins,ATL,748656
Al Horford,ATL,5444857
