Player,Team,Salary
Tobias Harris,MIL,1418160
Stephen Jackson,MIL,9256500
Shaun Livingston,MIL,3500000
Mike Dunleavy,MIL,3750000
Larry Sanders,MIL,1861920
Jon Leuer,MIL,473604
Jon Brockman,MIL,1000000
Ersan Ilyasova,MIL,2541000
Drew Gooden,MIL,6226200
Darington Hobson,MIL,245884
Carlos Delfino,MIL,3500000
Brandon Jennings,MIL,2493720
Beno Udrih,MIL,6925400
Andrew Bogut,MIL,12000000
Udonis Haslem,MIA,3780000
Terrel Harris,MIA,473604
Shane Battier,MIA,3000000
Norris Cole,MIA,1035960
Mike Miller,MIA,5400000
Mickell Gladness,MIA,248263
Mario Chalmers,MIA,4000000
LeBron James,MIA,16022500
Juwan Howard,MIA,1352181
Joel Anthony,MIA,3600000
James Jones,MIA,1500000
Eddy Curry,MIA,1229255
Dwyane Wade,MIA,15691000
Dexter Pittman,MIA,762195
Chris Bosh,MIA,16022500
Zach Randolph,MEM,15200000
Tony Allen,MEM,3150000
Sam Young,MEM,947800
Rudy Gay,MEM,15032144
Quincy Pondexter,MEM,1153800
O.J. Mayo,MEM,5632637
Mike Conley,MEM,6611571
Marreese Speights,MEM,2721255
Marc Gasol,MEM,12922194
Josh Selby,MEM,550000
Josh Davis,MEM,314041
Jeremy Pargo,MEM,1000000
Hamed Haddadi,MEM,1300000
Darrell Arthur,MEM,2027119
Dante Cunningham,MEM,2000000
Brian Skinner,MEM,65446
Troy Murphy,LAL,1352181
Steve Blake,LAL,4000000
Pau Gasol,LAL,18714150
Matt Barnes,LAL,1906200
Luke Walton,LAL,5680000
Kobe Bryant,LAL,25244493
Josh McRoberts,LAL,3000000
Jason Kapono,LAL,1223166
Gerald Green,LAL,73818
Devin Ebanks,LAL,762195
Derrick Caracter,LAL,270427
Derek Fisher,LAL,3400000
Darius Morris,LAL,473604
Andrew Goudelock,LAL,473604
Andrew Bynum,LAL,14900000
Trey Thompkins,LAC,473604
Travis Leslie,LAC,473604
Solomon Jones,LAC,280234
Ryan Gomes,LAC,4000000
Reggie Evans,LAC,1229255
Randy Foye,LAC,4250000
Mo Williams,LAC,8500000
Kenyon Martin,LAC,2500000
Eric Bledsoe,LAC,1596360
DeAndre Jordan,LAC,10079404
Courtney Fortson,LAC,42009
Chris Paul,LAC,16359805
Chauncey Billups,LAC,2000032
Caron Butler,LAC,8000000
Brian Cook,LAC,1223166
Bobby Simmons,LAC,594836
Blake Griffin,LAC,5731080
Tyler Hansbrough,IND,2138040
Roy Hibbert,IND,2588590
Paul George,IND,2406240
Lance Stephenson,IND,810000
Jeff Foster,IND,3000000
James Posey,IND,7595600
George Hill,IND,2086360
David West,IND,10000000
Darren Collison,IND,1455960
Danny Granger,IND,12015904
Dahntay Jones,IND,2700000
A.J. Price,IND,854389
Terrence Williams,HOU,2369040
Samuel Dalembert,HOU,7000000
Patrick Patterson,HOU,1959960
Marcus Morris,HOU,1823280
Luis Scola,HOU,8591793
Kyle Lowry,HOU,5750000
Kevin Martin,HOU,11519840
Jordan Hill,HOU,2855760
Jonny Flynn,HOU,3414720
Jeff Adrien,HOU,270427
Hasheem Thabeet,HOU,5127720
Greg Smith,HOU,301733
Goran Dragic,HOU,2108000
Courtney Lee,HOU,2225093
Chase Budinger,HOU,854389
Chandler Parsons,HOU,850000
Stephen Curry,GSW,3117120
Nate Robinson,GSW,983307
Monta Ellis,GSW,11000000
Kwame Brown,GSW,6750000
Klay Thompson,GSW,2126520
Jeremy Tyler,GSW,650000
Ekpe Udoh,GSW,3294960
Earl Barron,GSW,185588
Dorell Wright,GSW,3823000
Dominic McGuire,GSW,915852
David Lee,GSW,11610000
Chris Wright,GSW,473604
Charlie Bell,GSW,4099920
Charles Jenkins,GSW,473604
Brandon Rush,GSW,2956658
Andris Biedrins,GSW,9000000
Will Bynum,DET,3250000
Walker Russell,DET,374289
Vernon Macklin,DET,473604
Tayshaun Prince,DET,6292135
Rodney Stuckey,DET,8500000
Richard Hamilton,DET,12500000
Jonas Jerebko,DET,4500000
Jason Maxiell,DET,5000000
Greg Monroe,DET,3007920
Damien Wilkins,DET,1146337
Charlie Villanueva,DET,7540000
Brandon Knight,DET,2563320
Ben Wallace,DET,2246400
Ben Gordon,DET,11600000
Austin Daye,DET,1929600
Ty Lawson,DEN,1654440
Timofey Mozgov,DEN,3343896
Rudy Fernandez,DEN,2180443
Kosta Koufos,DEN,2203792
Kenneth Faried,DEN,1254720
Julyan Stone,DEN,473604
Jordan Hamilton,DEN,1073286
DeMarre Carroll,DEN,289382
Danilo Gallinari,DEN,4190182
Corey Brewer,DEN,3059000
Chris Andersen,DEN,4234000
Arron Afflalo,DEN,7562500
Andre Miller,DEN,7807728
Al Harrington,DEN,6226200
Yi Jianlian,DAL,827197
Vince Carter,DAL,3000000
Shawn Marion,DAL,8022449
Rodrigue Beaubois,DAL,1236720
Lamar Odom,DAL,8900000
Jason Terry,DAL,11158000
Jason Kidd,DAL,10121000
Dominique Jones,DAL,1193280
Dirk Nowitzki,DAL,19092873
Delonte West,DAL,1146337
Brian Cardinal,DAL,1352181
Brendan Haywood,DAL,7624500
Andy Rautins,DAL,788872
Tristan Thompson,CLE,3726600
Semih Erden,CLE,762195
Samardo Samuels,CLE,762195
Ryan Hollins,CLE,2483333
Ramon Sessions,CLE,4257973
Omri Casspi,CLE,1341960
Mychel Thompson,CLE,168035
Manny Harris,CLE,122942
Luke Harangody,CLE,762195
Kyrie Irving,CLE,5144280
Daniel Gibson,CLE,4403834
Christian Eyenga,CLE,1097520
Ben Uzoh,CLE,61433
Baron Davis,CLE,13900000
Anthony Parker,CLE,2250000
Antawn Jamison,CLE,15076715
Anderson Varejao,CLE,7700000
Alonzo Gee,CLE,854389
Taj Gibson,CHI,1195680
Ronnie Brewer,CHI,4710000
Richard Hamilton,CHI,5000000
Omer Asik,CHI,1857500
Mike James,CHI,277566
Luol Deng,CHI,12325000
Kyle Korver,CHI,5000000
John Lucas,CHI,915852
Joakim Noah,CHI,12000000
Jimmy Butler,CHI,1020960
Derrick Rose,CHI,6993708
Carlos Boozer,CHI,13500000
C.J. Watson,CHI,3400000
Brian Scalabrine,CHI,1352181
Sasha Pavlovic,BOS,1223166
Ray Allen,BOS,10000000
Rajon Rondo,BOS,10045455
Paul Pierce,BOS,15333334
Mickael Pietrus,BOS,1223166
Marquis Daniels,BOS,1223166
Keyon Dooling,BOS,2246400
Kevin Garnett,BOS,21247044
JaJuan Johnson,BOS,1042320
Greg Stiemsma,BOS,762195
Chris Wilcox,BOS,3000000
Brandon Bass,BOS,4250000
Avery Bradley,BOS,1524480
Zaza Pachulia,ATL,4750000
Willie Green,ATL,1223166
Vladimir Radmanovic,ATL,1352181
Tracy McGrady,ATL,1352181
Marvin Williams,ATL,7500000
Kirk Hinrich,ATL,8100000
Josh Smith,ATL,12400000
Joe Johnson,ATL,18038573
Jerry Stackhouse,ATL,1352181
Jeff Teague,ATL,1579920
Jason Collins,ATL,1352181
Jannero Pargo,ATL,1223166
Ivan Johnson,ATL,473604
Erick Dampier,ATL,850522
Donald Sloan,ATL,122237
Al Horford,ATL,12000000
