Player,Team,Salary
Tyson Chandler,NYK,14100538
Tim Hardaway,NYK,1196760
Raymond Felton,NYK,3637073
Pablo Prigioni,NYK,1591350
Kenyon Martin,NYK,1399507
Jeremy Tyler,NYK,884293
J.R. Smith,NYK,5565000
Iman Shumpert,NYK,1703760
Carmelo Anthony,NYK,22407474
Beno Udrih,NYK,1272279
Andrea Bargnani,NYK,11862500
Tyreke Evans,NOH,10300000
Ryan Anderson,NOH,8308500
Lance Thomas,NOH,884293
Jrue Holiday,NOH,9213484
Jason Smith,NOH,2500000
Greg Stiemsma,NOH,2676000
Eric Gordon,NOH,14283844
Darius Miller,NOH,788872
Brian Roberts,NOH,788872
Austin Rivers,NOH,2339040
Anthony Morrow,NOH,1027424
Anthony Davis,NOH,5375760
Al-Farouq Aminu,NOH,3700000
Tyshawn Taylor,NJN,788872
Tornike Shengelia,NJN,788872
Shaun Livingston,NJN,1272279
Reggie Evans,NJN,1695635
Paul Pierce,NJN,15333334
Mirza Teletovic,NJN,3229050
Mason Plumlee,NJN,1298640
Kevin Garnett,NJN,12443735
Joe Johnson,NJN,21466718
Jason Terry,NJN,5625313
Deron Williams,NJN,18466130
Brook Lopez,NJN,14693906
Andrei Kirilenko,NJN,3183000
Andray Blatche,NJN,1375604
Alan Anderson,NJN,947907
Shabazz Muhammad,MIN,1887120
Ronny Turiaf,MIN,1500000
Ricky Rubio,MIN,4002120
Nikola Pekovic,MIN,12100000
Kevin Martin,MIN,6500000
Kevin Love,MIN,14693906
Gorgui Dieng,MIN,1352640
Derrick Williams,MIN,5016960
Dante Cunningham,MIN,2180000
Corey Brewer,MIN,4500000
Chris Johnson,MIN,916099
Chase Budinger,MIN,5000000
Alexey Shved,MIN,3150000
Zaza Pachulia,MIL,5200000
Viacheslav Kravtsov,MIL,1500000
O.J. Mayo,MIL,8000000
Luke Ridnour,MIL,4320000
Larry Sanders,MIL,3053368
Khris Middleton,MIL,788872
John Henson,MIL,1905360
Giannis Antetokounmpo,MIL,1792560
Gary Neal,MIL,3250000
Ersan Ilyasova,MIL,7900000
Ekpe Udoh,MIL,4469548
Carlos Delfino,MIL,3250000
Brandon Knight,MIL,2793960
Udonis Haslem,MIA,4340000
Shane Battier,MIA,3270000
Ray Allen,MIA,3229050
Rashard Lewis,MIA,1399507
Norris Cole,MIA,1129200
Michael Beasley,MIA,1027424
Mario Chalmers,MIA,4000000
LeBron James,MIA,19067500
Joel Anthony,MIA,3800000
Jarvis Varnado,MIA,788872
Greg Oden,MIA,1027424
Dwyane Wade,MIA,18673000
Chris Bosh,MIA,19067500
Chris Andersen,MIA,1399507
Zach Randolph,MEM,17800000
Tony Wroten,MEM,1160040
Tony Allen,MEM,4494382
Tayshaun Prince,MEM,7235955
Quincy Pondexter,MEM,2225479
Mike Miller,MEM,1399507
Mike Conley,MEM,8000001
Marc Gasol,MEM,14860523
Kosta Koufos,MEM,3000000
Josh Akognon,MEM,788872
Jerryd Bayless,MEM,3135000
Fab Melo,MEM,1311240
Ed Davis,MEM,3153860
Courtney Lee,MEM,5225000
Wesley Johnson,LAL,916099
Steve Nash,LAL,9300500
Steve Blake,LAL,4000000
Robert Sacre,LAL,788872
Pau Gasol,LAL,19285850
Nick Young,LAL,1106942
Kobe Bryant,LAL,30453805
Jordan Hill,LAL,3563600
Jordan Farmar,LAL,1106941
Jodie Meeks,LAL,1550000
Chris Kaman,LAL,3183000
Chris Duhon,LAL,1500000
Willie Green,LAC,1399507
Ryan Hollins,LAC,1186459
Reggie Bullock,LAC,1149000
Matt Barnes,LAC,3250000
Jared Dudley,LAC,4250000
Jamal Crawford,LAC,5225000
J.J. Redick,LAC,6300000
DeAndre Jordan,LAC,10986550
Darren Collison,LAC,1900000
Chris Paul,LAC,18668431
Byron Mullens,LAC,947907
Blake Griffin,LAC,16441500
Antawn Jamison,LAC,1399507
Solomon Hill,IND,1246680
Roy Hibbert,IND,14283844
Paul George,IND,3282003
Orlando Johnson,IND,788872
Luis Scola,IND,4508504
Lance Stephenson,IND,1005000
Ian Mahinmi,IND,4000000
George Hill,IND,8000000
Donald Sloan,IND,884293
David West,IND,12000000
Chris Copeland,IND,3000000
C.J. Watson,IND,2016000
Tyler Honeycutt,HOU,100000
Terrence Jones,HOU,1551840
Ronnie Brewer,HOU,1186459
Reggie Williams,HOU,947907
Patrick Beverley,HOU,788872
Omri Casspi,HOU,947907
Omer Asik,HOU,8374646
Marcus Camby,HOU,1399507
Jeremy Lin,HOU,8374646
James Harden,HOU,13701250
Greg Smith,HOU,884293
Francisco Garcia,HOU,1265977
Dwight Howard,HOU,20513178
Donatas Motiejunas,HOU,1422720
Chandler Parsons,HOU,926500
Aaron Brooks,HOU,1027424
Toney Douglas,GSW,1600000
Stephen Curry,GSW,9887642
Nemanja Nedovic,GSW,1056720
Marreese Speights,GSW,3500000
Klay Thompson,GSW,2317920
Kent Bazemore,GSW,788872
Harrison Barnes,GSW,2923920
Festus Ezeli,GSW,1066920
Draymond Green,GSW,875500
David Lee,GSW,13878000
Andrew Bogut,GSW,14000000
Andre Iguodala,GSW,12868632
Will Bynum,DET,2790343
Rodney Stuckey,DET,8500000
Kyle Singler,DET,1045000
Kentavious Caldwell-Pope,DET,2653080
Josh Smith,DET,13500000
Josh Harrellson,DET,884293
Jonas Jerebko,DET,4500000
Greg Monroe,DET,4086454
Chauncey Billups,DET,2500000
Charlie Villanueva,DET,8580000
Brandon Jennings,DET,7655503
Andre Drummond,DET,2462400
Wilson Chandler,DEN,6344164
Ty Lawson,DEN,10786517
Timofey Mozgov,DEN,4400000
Randy Foye,DEN,3000000
Quincy Miller,DEN,788872
Nate Robinson,DEN,2016000
Kenneth Faried,DEN,1367640
Jordan Hamilton,DEN,1169880
JaVale McGee,DEN,10750000
J.J. Hickson,DEN,5150000
Evan Fournier,DEN,1422720
Darrell Arthur,DEN,3231683
Danilo Gallinari,DEN,10146925
Anthony Randolph,DEN,1750000
Andre Miller,DEN,5000000
Wayne Ellington,DAL,2652000
Vince Carter,DAL,3180000
Shawn Marion,DAL,9316796
Shane Larkin,DAL,1536960
Samuel Dalembert,DAL,3700748
Monta Ellis,DAL,8000000
Jose Calderon,DAL,6791570
Jae Crowder,DAL,788872
Fab Melo,DAL,788872
Dirk Nowitzki,DAL,22721381
Devin Harris,DAL,1272279
DeJuan Blair,DAL,947907
Brandan Wright,DAL,5000000
Bernard James,DAL,788872
Tyler Zeller,CLE,1633440
Tristan Thompson,CLE,4062000
Sergey Karasev,CLE,1467840
Kyrie Irving,CLE,5607240
Jarrett Jack,CLE,6300000
Earl Clark,CLE,4250000
Dion Waiters,CLE,3894240
C.J. Miles,CLE,2225000
Anthony Bennett,CLE,5324280
Anderson Varejao,CLE,9036364
Alonzo Gee,CLE,3250000
Tony Snell,CHI,1409040
Taj Gibson,CHI,7550000
Richard Hamilton,CHI,1000000
Nazr Mohammed,CHI,1399507
Mike Dunleavy,CHI,3183000
Marquis Teague,CHI,1074720
Luol Deng,CHI,14275000
Kirk Hinrich,CHI,4059000
Joakim Noah,CHI,11100000
Jimmy Butler,CHI,1112880
Derrick Rose,CHI,17632688
Carlos Boozer,CHI,15300000
Andrew Bynum,CHI,6000000
Rajon Rondo,BOS,11954545
MarShon Brooks,BOS,1210080
Kris Humphries,BOS,12000000
Kelly Olynyk,BOS,1986360
Keith Bogans,BOS,5058198
Jordan Crawford,BOS,2162419
Jeff Green,BOS,8965000
Jared Sullinger,BOS,1365720
Gerald Wallace,BOS,10105855
Brandon Bass,BOS,6450000
Avery Bradley,BOS,2511432
Shelvin Mack,ATL,884293
Paul Millsap,ATL,9500000
Mike Scott,ATL,788872
Kyle Korver,ATL,6760563
John Jenkins,ATL,1258800
Jeremy Tyler,ATL,100000
Jeff Teague,ATL,8000000
Jared Cunningham,ATL,1208400
Gustavo Ayon,ATL,1500000
Elton Brand,ATL,4000000
DeMarre Carroll,ATL,2557545
Al Horford,ATL,12000000
