,Player,Salary
169,Cameron Payne,"$9,391,467"
170,Jabari Smith,"$9,326,520"
171,Isaiah Hartenstein,"$9,245,121"
172,Kyle Anderson,"$9,219,512"
173,Daniel Theis,"$9,108,387"
174,Thaddeus Young,"$9,010,371"
175,Grayson Allen,"$8,925,000"
176,Isaac Okoro,"$8,920,794"
177,Evan Mobley,"$8,882,640"
178,Amen Thompson,"$8,809,284"
179,Georges Niang,"$8,800,000"
180,Gary Payton II,"$8,715,000"
181,TJ McConnell,"$8,700,000"
182,Keegan Murray,"$8,409,000"
183,Delon Wright,"$8,195,122"
184,Onyeka Okongwu,"$8,109,063"
185,Scottie Barnes,"$8,008,680"
186,Jock Landale,"$8,000,000"
187,Trey Lyles,"$8,000,000"
188,Moritz Wagner,"$8,000,000"
189,De'Anthony Melton,"$8,000,000"
190,Ausar Thompson,"$7,977,420"
191,Miles Bridges,"$7,921,300"
192,Danilo Gallinari,"$7,850,062"
193,Vasilije Micic,"$7,723,000"
194,Paul Reed,"$7,723,000"
195,Zach Collins,"$7,700,000"
196,Jaden Ivey,"$7,614,480"
197,Cody Martin,"$7,560,000"
198,Patrick Mills,"$7,537,766"
199,Kevon Looney,"$7,500,000"
200,Killian Hayes,"$7,413,955"
201,Jalen Suggs,"$7,252,080"
202,Anthony Black,"$7,245,480"
203,Khem Birch,"$6,985,000"
204,Bennedict Mathurin,"$6,916,080"
205,Obi Toppin,"$6,803,012"
206,Caleb Martin,"$6,802,950"
207,Cedi Osman,"$6,718,842"
208,Bilal Coulibaly,"$6,614,256"
209,Josh Giddey,"$6,587,040"
210,Jae'Sean Tate,"$6,500,000"
211,Ayo Dosunmu,"$6,481,482"
212,Rudy Gay,"$6,479,000"
213,Sasha Vezenkov,"$6,341,464"
214,Shaedon Sharpe,"$6,313,800"
215,Otto Porter,"$6,300,000"
216,Deni Avdija,"$6,263,188"
217,Nassir Little,"$6,250,000"
218,Bismack Biyombo,"$6,194,075"
219,Jevon Carter,"$6,190,476"
220,Josh Primo,"$6,179,935"
221,Kenrich Williams,"$6,175,000"
222,Jarace Walker,"$6,059,460"
223,Jonathan Kuminga,"$6,012,840"
224,Devin Vassell,"$5,887,899"
225,Tyrese Haliburton,"$5,808,435"
226,Dyson Daniels,"$5,784,120"
227,Kira Lewis,"$5,722,116"
228,Dean Wade,"$5,709,877"
229,Aaron Nesmith,"$5,634,257"
230,Aleksej Pokusevski,"$5,574,809"
231,Taylor Hendricks,"$5,569,872"
232,Shake Milton,"$5,552,938"
233,JaVale McGee,"$5,544,772"
234,Cole Anthony,"$5,539,771"
235,Franz Wagner,"$5,508,720"
236,Furkan Korkmaz,"$5,370,370"
237,Jeremy Sochan,"$5,316,960"
238,Cason Wallace,"$5,291,352"
239,Isaiah Stewart,"$5,266,713"
240,Chuma Okeke,"$5,266,712"
241,Davion Mitchell,"$5,063,640"
242,Johnny Davis,"$5,050,800"
243,Jalen Smith,"$5,043,773"
244,Jett Howard,"$5,026,824"
245,Reggie Jackson,"$5,000,000"
246,Mason Plumlee,"$5,000,000"
247,Tre Mann,"$4,908,373"
248,Ziaire Williams,"$4,810,200"
249,Ousmane Dieng,"$4,798,440"
250,Taj Gibson,"$4,776,302"
251,Dereck Lively,"$4,775,628"
252,Josh Green,"$4,765,339"
253,Jarred Vanderbilt,"$4,698,000"
254,Nickeil Alexander-Walker,"$4,687,500"
255,James Bouknight,"$4,570,080"
256,Jalen Williams,"$4,558,680"
257,Saddiq Bey,"$4,556,983"
258,Gradey Dick,"$4,536,708"
259,Jalen McDaniels,"$4,516,000"
260,Taurean Prince,"$4,516,000"
261,Precious Achiuwa,"$4,379,526"
262,Tyrese Maxey,"$4,343,920"
263,Jalen Duren,"$4,330,680"
264,Danuel House,"$4,310,250"
265,Jordan Hawkins,"$4,310,196"
266,Zeke Nnaji,"$4,306,281"
267,Immanuel Quickley,"$4,171,548"
268,Chris Duarte,"$4,124,400"
269,Ochai Agbaji,"$4,114,200"
270,Kobe Bufkin,"$4,094,244"
271,Payton Pritchard,"$4,037,277"
272,Dwight Powell,"$4,000,000"
273,Troy Brown,"$4,000,000"
274,Seth Curry,"$4,000,000"
275,Moses Moody,"$3,918,480"
276,Mark Williams,"$3,908,160"
277,Jaden McDaniels,"$3,901,399"
278,Keyonte George,"$3,889,776"
279,Malachi Flynn,"$3,873,024"
280,Desmond Bane,"$3,845,083"
281,James Johnson,"$3,839,412"
282,Russell Westbrook,"$3,835,738"
283,Kevin Love,"$3,835,738"
284,Ricky Rubio,"$3,722,327"
285,Corey Kispert,"$3,722,040"
286,AJ Griffin,"$3,712,920"
287,Jalen Hood-Schifino,"$3,695,076"
288,Amir Coffey,"$3,666,667"
289,Alperen Sengun,"$3,536,280"
290,Tari Eason,"$3,527,160"
291,Jaime Jaquez,"$3,510,540"
292,Mike Muscala,"$3,444,889"
293,Andre Drummond,"$3,360,000"
294,Trey Murphy,"$3,359,280"
295,Brandin Podziemski,"$3,352,404"
296,Dalen Terry,"$3,350,760"
297,Keon Johnson,"$3,342,765"
298,Cameron Whitmore,"$3,218,160"
299,Jake LaRavia,"$3,199,920"
300,Kai Jones,"$3,198,778"
301,Derrick Rose,"$3,196,448"
302,Eric Gordon,"$3,196,448"
303,Wesley Matthews,"$3,196,448"
304,Ishmael Smith,"$3,196,448"
305,Tristan Thompson,"$3,196,448"
306,Markieff Morris,"$3,196,448"
307,Justin Holiday,"$3,196,448"
308,DeAndre Jordan,"$3,196,448"
309,Cory Joseph,"$3,196,448"
310,Patrick Beverley,"$3,196,448"
311,Jae Crowder,"$3,196,448"
312,Cody Zeller,"$3,196,448"
313,Alex Len,"$3,196,448"
314,Robin Lopez,"$3,196,448"
315,Garrett Temple,"$3,196,448"
316,Usman Garuba,"$3,159,790"
317,Noah Clowney,"$3,089,460"
318,Malaki Branham,"$3,071,880"
319,Simone Fontecchio,"$3,044,872"
320,Dante Exum,"$3,000,000"
321,Julian Champagnie,"$3,000,000"
322,Jordan Nwora,"$3,000,000"
323,Dariq Whitehead,"$2,966,040"
324,Christian Braun,"$2,949,120"
325,Jalen Johnson,"$2,925,360"
326,Josh Richardson,"$2,891,467"
327,Boban Marjanovic,"$2,891,467"
328,Kelly Oubre,"$2,891,467"
329,Kris Murray,"$2,847,504"
330,Andrew Nicholson,"$2,844,429"
331,Walker Kessler,"$2,831,160"
332,TyTy Washington,"$2,830,222"
333,Josh Okogie,"$2,815,937"
334,Omer Yurtseven,"$2,800,000"
335,Dewayne Dedmon,"$2,748,674"
336,Olivier-Maxence Prosper,"$2,733,720"
337,Josh Christopher,"$2,732,920"
338,David Roddy,"$2,718,240"
339,Christian Wood,"$2,709,849"
340,Derrick Jones,"$2,709,849"
341,Dario Saric,"$2,709,849"
342,Malik Beasley,"$2,709,849"
343,Chimezie Metu,"$2,697,258"
344,Isaiah Jackson,"$2,696,280"
345,Marcus Sasser,"$2,624,028"
346,MarJon Beauchamp,"$2,609,400"
347,Charles Bassey,"$2,600,000"
348,Damian Jones,"$2,586,665"
349,Kenneth Lofton,"$2,586,618"
350,Kris Dunn,"$2,586,484"
351,Bruno Fernando,"$2,581,522"
352,Jeremiah Robinson-Earl,"$2,548,843"
353,Ben Sheppard,"$2,537,172"
354,Torrey Craig,"$2,528,233"
355,Thomas Bryant,"$2,528,233"
356,Damion Lee,"$2,528,233"
357,Dennis Smith,"$2,528,233"
358,Frank Ntilikina,"$2,528,233"
359,Ryan Arcidiacono,"$2,528,233"
360,Blake Wesley,"$2,504,640"
361,Lamar Stevens,"$2,492,354"
362,Nick Smith,"$2,463,912"
363,Brice Sensabaugh,"$2,448,600"
364,Ty Jerome,"$2,439,025"
365,Julian Strawther,"$2,431,044"
366,Tristan Vukcevic,"$2,424,892"
367,Wendell Moore,"$2,421,720"
368,Kobe Brown,"$2,413,356"
369,Luke Kornet,"$2,413,304"
370,John Konchar,"$2,400,000"
371,Quentin Grimes,"$2,385,720"
372,Nikola Jovic,"$2,352,000"
373,Keita Bates-Diop,"$2,346,614"
374,Yuta Watanabe,"$2,346,614"
375,Drew Eubanks,"$2,346,614"
376,Sviatoslav Mykhailiuk,"$2,346,614"
377,Lonnie Walker,"$2,346,614"
378,Aaron Holiday,"$2,346,614"
379,Thanasis Antetokounmpo,"$2,346,614"
380,Mo Bamba,"$2,346,614"
381,Patrick Baldwin,"$2,337,720"
382,Jordan McLaughlin,"$2,320,000"
383,Harry Giles,"$2,306,554"
384,Bones Hyland,"$2,306,400"
385,Peyton Watson,"$2,303,520"
386,Cam Thomas,"$2,240,160"
387,Vlatko Cancar,"$2,234,359"
388,Vince Williams Jr,"$2,232,308"
389,Jaden Springer,"$2,226,240"
390,Day'Ron Sharpe,"$2,210,040"
391,Jordan Goodwin,"$2,208,045"
392,Santiago Aldama,"$2,194,200"
393,Oshae Brissett,"$2,165,000"
394,Jaxson Hayes,"$2,165,000"
395,Cam Reddish,"$2,165,000"
396,Bol Bol,"$2,165,000"
397,Moses Brown,"$2,165,000"
398,Kevin Knox,"$2,144,320"
399,Andrew Nembhard,"$2,131,905"
400,Goga Bitadze,"$2,066,585"
401,Luka Samanic,"$2,066,585"
402,Terry Taylor,"$2,019,706"
403,Colby Jones,"$2,019,706"
404,Trendon Watford,"$2,019,706"
405,Montrezl Harrell,"$2,019,706"
406,Dalano Banton,"$2,019,706"
407,Sandro Mamukelashvili,"$2,019,706"
408,Garrison Mathews,"$2,000,000"
409,Jaylin Williams,"$2,000,000"
410,Caleb Houstan,"$2,000,000"
411,Sam Merrill,"$1,997,238"
412,Isaiah Joe,"$1,997,238"
413,Anthony Gill,"$1,997,238"
414,GG Jackson,"$1,991,428"
415,Duop Reath,"$1,951,220"
416,Xavier Tillman,"$1,930,681"
417,Naji Marshall,"$1,930,681"
418,KJ Martin,"$1,930,681"
419,Sam Hauser,"$1,927,896"
420,Jericho Sims,"$1,927,896"
421,Kessler Edwards,"$1,927,896"
422,Haywood Highsmith,"$1,902,137"
423,AJ Green,"$1,901,769"
424,Ryan Rollins,"$1,893,589"
425,Miles McBride,"$1,836,096"
426,JT Thor,"$1,836,096"
427,BJ Boston,"$1,836,096"
428,Isaiah Todd,"$1,836,096"
429,Jose Alvarado,"$1,836,096"
430,Aaron Wiggins,"$1,836,096"
431,Isaiah Livers,"$1,836,096"
432,Jared Butler,"$1,809,782"
433,EJ Liddell,"$1,801,769"
434,Orlando Robinson,"$1,801,769"
435,Dru Smith,"$1,801,769"
436,Leonard Miller,"$1,800,000"
437,Bryce McGowens,"$1,719,864"
438,Jaden Hardy,"$1,719,864"
439,Kennedy Chandler,"$1,719,864"
440,Josh Minott,"$1,719,864"
441,Jabari Walker,"$1,719,864"
442,Max Christie,"$1,719,864"
443,Christian Koloko,"$1,719,864"
444,Xavier Cooks,"$1,719,864"
445,Jalen Pickett,"$1,708,143"
446,Julian Phillips,"$1,600,000"
447,Craig Porter,"$1,500,000"
448,Eugene Omoruyi,"$1,459,782"
449,Ricky Council,"$1,414,135"
450,Jalen Wilson,"$1,409,782"
451,DaQuan Jeffries,"$1,341,538"
452,Eric Bledsoe,"$1,300,000"
453,Skylar Mays,"$1,165,280"
454,Mouhamed Gueye,"$1,119,563"
455,Jordan Walsh,"$1,119,563"
456,Hunter Tyson,"$1,119,563"
457,Trayce Jackson-Davis,"$1,119,563"
458,Maxwell Lewis,"$1,119,563"
459,Andre Jackson Jr,"$1,119,563"
460,Chris Livingston,"$1,119,563"
461,Sidy Cissoko,"$1,119,563"
462,Toumani Camara,"$1,119,563"
463,Rayan Rupert,"$1,119,563"
464,Dylan Windler,"$1,116,288"
465,Trent Forrest,"$1,112,933"
466,Lester Quinones,"$1,108,597"
467,Kendall Brown,"$1,100,000"
468,Stanley Umude,"$1,098,242"
469,Gui Santos,"$1,029,483"
470,Dominick Barlow,"$1,015,402"
471,AJ Lawson,"$1,000,000"
472,Ishmail Wainright,"$988,269"
473,Neemias Queta,"$891,035"
474,Javon Freeman-Liberty,"$849,324"
475,Lindy Waters III,"$766,095"
476,Jacob Toppin,"$759,245"
477,Mamadi Diakite,"$710,574"
478,Jack White,"$703,550"
479,Nik Stauskas,"$702,311"
480,Jacob Gilyard,"$701,336"
481,Luka Garza,"$687,465"
482,Keon Ellis,"$683,430"
483,RJ Hampton,"$680,032"
484,TJ Warren,"$649,659"
485,Darius Bazley,"$624,425"
486,Juwan Morgan,"$576,230"
487,Leaky Black,"$559,782"
488,Jordan Miller,"$559,782"
489,Jaylen Clark,"$559,782"
490,Seth Lundy,"$559,782"
491,JD Davison,"$559,782"
492,Amari Bailey,"$559,782"
493,Adama Sanogo,"$559,782"
494,Emoni Bates,"$559,782"
495,Isaiah Mobley,"$559,782"
496,Greg Brown,"$559,782"
497,Collin Gillespie,"$559,782"
498,Jay Huff,"$559,782"
499,Braxton Key,"$559,782"
500,Malcolm Cazalon,"$559,782"
501,Jared Rhoden,"$559,782"
502,Jerome Robinson,"$559,782"
503,Nate Hinton,"$559,782"
504,Jermaine Samuels,"$559,782"
505,Nate Williams,"$559,782"
506,Oscar Tshiebwe,"$559,782"
507,Isaiah Wong,"$559,782"
508,Moussa Diabate,"$559,782"
509,Colin Castleton,"$559,782"
510,Jamal Cain,"$559,782"
511,Cole Swider,"$559,782"
512,Daishen Nix,"$559,782"
513,Matt Ryan,"$559,782"
514,Dereon Seabron,"$559,782"
515,Charlie Brown,"$559,782"
516,Keyontae Johnson,"$559,782"
517,Olivier Sarr,"$559,782"
518,Kevon Harris,"$559,782"
519,Trevelin Queen,"$559,782"
520,Admiral Schofield,"$559,782"
521,Terquavion Smith,"$559,782"
522,Udoka Azubuike,"$559,782"
523,Saben Lee,"$559,782"
524,Theo Maledon,"$559,782"
525,Justin Minaya,"$559,782"
526,Jordan Ford,"$559,782"
527,Filip Petrusev,"$559,782"
528,Jalen Slawson,"$559,782"
529,Markquis Nowell,"$559,782"
530,Johnny Juzang,"$559,782"
531,Micah Potter,"$559,782"
532,Malik Fitts,"$555,217"
533,Marques Bolden,"$502,131"
534,Onuralp Bitim,"$500,000"
535,Danny Green,"$500,000"
536,Xavier Moon,"$489,005"
537,Isaiah Thomas,"$477,630"
538,Ibou Badji,"$466,485"
539,Juan Toscano-Anderson,"$447,931"
540,Duane Washington Jr,"$443,965"
541,Jules Bernard,"$415,011"
542,Jontay Porter,"$411,794"
543,Jaylen Nowell,"$398,160"
544,Drew Peterson,"$395,708"
545,Nathan Mensah,"$395,708"
546,David Duke,"$395,708"
547,Henri Drell,"$389,274"
548,Alex Fudge,"$376,405"
549,Vit Krejci,"$369,971"
550,Brandon Williams,"$350,668"
551,Trey Jemison,"$341,017"
552,Jason Preston,"$315,280"
553,Nerlens Noel,"$300,000"
554,Tosan Evbuomwan,"$295,977"
555,Scottie Pippen Jr,"$289,542"
556,Malcolm Hill,"$286,583"
557,Ashton Hagans,"$270,841"
558,Jeff Dowtin,"$269,237"
559,Didi Louzada,"$268,032"
560,Javonte Green,"$261,293"
561,Justin Champagnie,"$254,412"
562,Jaylen Martin,"$249,766"
563,Pete Nance,"$244,503"
564,Lindell Wigginton,"$244,502"
565,Armoni Brooks,"$241,285"
566,D'Moi Hodge,"$241,285"
567,Jahmi'us Ramsey,"$232,150"
568,Charles Bediako,"$215,548"
569,Mason Jones,"$212,331"
570,Dexter Dennis,"$212,331"
571,Alondes Williams,"$212,331"
572,DeJon Jarreau,"$207,100"
573,Zavier Simpson,"$207,100"
574,Adam Flagler,"$205,897"
575,DJ Carton,"$205,897"
576,Mouhamadou Gueye,"$199,463"
577,Ja'Vonte Smart,"$196,245"
578,Miles Norris,"$193,028"
579,Justin Lewis,"$173,725"
580,Jamaree Bouyea,"$170,801"
581,Pat Spencer,"$170,508"
582,Buddy Boeheim,"$167,291"
583,Sir'Jabari Rice,"$167,291"
584,Justise Winslow,"$166,176"
585,Andrew Funk,"$160,857"
586,Nathan Knight,"$160,857"
587,Ron Harper Jr,"$147,988"
588,John Butler,"$147,988"
589,Shaquille Harrison,"$145,301"
590,Justin Jackson,"$145,301"
591,Jaylin Galloway,"$141,554"
592,RaiQuan Gray,"$141,554"
593,Quenton Jackson,"$135,120"
594,DJ Wilson,"$134,863"
595,Hamidou Diallo,"$134,863"
596,Matthew Hurt,"$128,686"
597,Maozinha Pereira,"$128,685"
598,Wenyen Gabriel,"$124,425"
599,Kobi Simmons,"$120,250"
600,Zhaire Smith,"$116,075"
601,Sharife Cooper,"$103,550"
602,Demetrius Jackson,"$92,857"
603,Malik Williams,"$77,212"
604,Taze Moore,"$70,687"
605,Timmy Allen,"$64,343"
606,Izaiah Brockington,"$64,343"
607,Jalen Crutcher,"$64,343"
608,Taevion Kinsey,"$64,343"
609,Edmond Sumner,"$40,459"
610,Kaiser Gates,"$35,389"
611,Dmytro Skapintsev,"$26,322"
